amount,method,failure_code,attempt_number,hour_of_day,past_successful_payments,action_type,recovered
2499,upi,INSUFFICIENT_FUNDS,2,0,3,retry_now,0
12000,card,GATEWAY_TIMEOUT,3,17,12,retry_now,0
45000,card,MANDATE_EXPIRED,1,11,3,recovery_link,1
999,upi,INSUFFICIENT_FUNDS,1,0,3,retry_later,0
2499,upi,INSUFFICIENT_FUNDS,3,4,5,recovery_link,0
499,mandate,AUTHENTICATION_FAILED,1,9,3,retry_later,1
999,upi,INSUFFICIENT_FUNDS,1,19,1,retry_now,0
999,upi,INSUFFICIENT_FUNDS,1,2,3,retry_later,0
850,upi,INSUFFICIENT_FUNDS,3,4,5,recovery_link,0
999,card,AUTHENTICATION_FAILED,1,16,3,recovery_link,1
1499,upi,INSUFFICIENT_FUNDS,2,9,1,retry_now,0
7500,upi,GATEWAY_TIMEOUT,1,14,5,retry_later,1
999,card,BANK_DOWN,3,0,5,retry_later,0
999,card,INSUFFICIENT_FUNDS,2,20,0,recovery_link,0
999,card,GATEWAY_TIMEOUT,1,7,12,retry_later,1
2499,upi,GATEWAY_TIMEOUT,1,8,0,retry_later,1
2499,upi,GATEWAY_TIMEOUT,1,23,0,retry_now,0
8200,netbanking,INSUFFICIENT_FUNDS,1,19,3,retry_later,0
299,upi,AUTHENTICATION_FAILED,1,15,0,retry_later,1
75000,netbanking,GATEWAY_TIMEOUT,1,9,0,retry_now,1
45000,card,INSUFFICIENT_FUNDS,2,4,0,recovery_link,0
4999,upi,INSUFFICIENT_FUNDS,2,23,5,retry_later,0
15000,netbanking,GATEWAY_TIMEOUT,1,8,5,recovery_link,0
299,upi,INSUFFICIENT_FUNDS,1,10,0,recovery_link,0
75000,netbanking,INSUFFICIENT_FUNDS,1,19,1,retry_later,0
1999,card,INSUFFICIENT_FUNDS,1,6,5,retry_now,0
299,upi,INSUFFICIENT_FUNDS,2,13,3,recovery_link,0
12000,card,MANDATE_EXPIRED,1,21,5,retry_now,0
1499,upi,AUTHENTICATION_FAILED,2,2,0,recovery_link,0
2500,netbanking,MANDATE_EXPIRED,1,17,1,retry_later,1
999,upi,INSUFFICIENT_FUNDS,1,3,0,retry_later,0
14500,mandate,INSUFFICIENT_FUNDS,3,4,0,recovery_link,0
5999,card,MANDATE_EXPIRED,3,11,5,retry_later,1
4999,mandate,AUTHENTICATION_FAILED,1,21,5,retry_now,0
1499,upi,BANK_DOWN,1,2,8,retry_now,0
45000,card,AUTHENTICATION_FAILED,1,12,20,retry_later,1
4999,upi,GATEWAY_TIMEOUT,3,11,1,recovery_link,1
1499,upi,AUTHENTICATION_FAILED,1,11,3,recovery_link,1
4999,upi,GATEWAY_TIMEOUT,1,1,3,retry_later,1
2499,upi,GATEWAY_TIMEOUT,1,23,3,retry_now,0
499,upi,AUTHENTICATION_FAILED,1,6,3,retry_now,0
999,upi,CARD_DECLINED,1,4,3,recovery_link,1
7500,upi,INSUFFICIENT_FUNDS,2,18,3,retry_now,0
850,upi,INSUFFICIENT_FUNDS,3,1,0,recovery_link,0
2499,upi,GATEWAY_TIMEOUT,2,15,12,retry_later,1
850,upi,INSUFFICIENT_FUNDS,1,9,5,recovery_link,0
999,upi,INSUFFICIENT_FUNDS,1,3,3,retry_later,0
2499,upi,INSUFFICIENT_FUNDS,1,16,1,retry_later,0
5999,card,BANK_DOWN,1,5,3,retry_later,0
299,upi,INSUFFICIENT_FUNDS,1,13,3,retry_later,0
850,upi,BANK_DOWN,1,13,0,retry_later,1
5999,card,GATEWAY_TIMEOUT,1,6,3,retry_later,0
2499,upi,GATEWAY_TIMEOUT,3,21,0,retry_now,0
5999,card,AUTHENTICATION_FAILED,1,3,1,retry_now,0
1999,card,GATEWAY_TIMEOUT,1,9,0,retry_later,1
299,upi,INSUFFICIENT_FUNDS,2,8,5,retry_later,0
15000,netbanking,INSUFFICIENT_FUNDS,1,10,5,recovery_link,1
4999,upi,MANDATE_EXPIRED,1,23,12,recovery_link,0
4999,upi,GATEWAY_TIMEOUT,2,17,1,retry_later,0
7500,upi,AUTHENTICATION_FAILED,1,0,3,recovery_link,1
14500,mandate,AUTHENTICATION_FAILED,1,15,8,recovery_link,1
2500,netbanking,INSUFFICIENT_FUNDS,1,5,0,recovery_link,0
7500,upi,GATEWAY_TIMEOUT,1,21,0,retry_now,0
850,upi,BANK_DOWN,2,4,1,retry_now,0
2999,mandate,BANK_DOWN,1,18,5,retry_later,1
75000,netbanking,GATEWAY_TIMEOUT,1,23,3,recovery_link,1
850,upi,INSUFFICIENT_FUNDS,1,3,1,recovery_link,0
45000,card,INSUFFICIENT_FUNDS,2,16,1,retry_now,0
850,upi,MANDATE_EXPIRED,2,0,5,retry_now,0
8200,netbanking,BANK_DOWN,1,4,8,retry_later,1
499,upi,MANDATE_EXPIRED,1,7,0,recovery_link,1
1999,card,BANK_DOWN,1,5,5,retry_now,0
5999,card,AUTHENTICATION_FAILED,1,14,1,retry_now,0
999,card,GATEWAY_TIMEOUT,3,12,12,recovery_link,0
5000,netbanking,INSUFFICIENT_FUNDS,1,1,1,retry_now,0
1499,upi,INSUFFICIENT_FUNDS,1,9,0,recovery_link,0
25000,card,AUTHENTICATION_FAILED,1,15,1,retry_later,0
850,upi,BANK_DOWN,1,13,0,retry_later,0
